Өлгүүр	1	25000.0	25000.0	2500.0	7650.000000000001	2019.2.4
Гар чийдэн	2	55000.0	110000.0	11000.0	30690.0	2019.2.4
Хүнсний тааран тор	9	10000.0	90000.0	9000.0	25920.0	2019.2.4
Угсармал сандал	6	25000.0	150000.0	15000.0	43200.0	2019.2.4
3-л пиавр халуун сав	2	14000.0	28000.0	2800.0	8064.0	2019.2.4
Блендер	2	70000.0	140000.0	14000.0	37800.0	2019.2.4
Гурвалжин 3-тасалгаатай тавиур	3	50000.0	150000.0	15000.0	40500.0	2019.2.4
Шорлогны сав	1	190000.0	190000.0	19000.0	58140.00000000001	2019.2.4
Шүүс шахагч	2	40000.0	80000.0	8000.0	23760.0	2019.2.5
Жигнүүртэй никл тогоо 32-р	1	39000.0	39000.0	3900.0	11934.0	2019.2.5
Цахилгаан тогоо 30-р	4	30000.0	120000.0	12000.0	32400.0	2019.2.5
5-тасалгаатай тавиур	1	50000.0	50000.0	5000.0	15750.000000000002	2019.2.5
Индүү уурын	1	95000.0	95000.0	9500.0	29925.000000000004	2019.2.5
Никел түмпэн 50-р	1	26000.0	26000.0	2600.0	7254.0	2019.2.5
Гэрлээр шарагч	1	150000.0	150000.0	15000.0	44550.0	2019.2.5
Модон түшлэгтэй сандал	15	65000.0	975000.0	97500.0	289575.0	2019.2.5
Шүүс шахагч	1	40000.0	40000.0	4000.0	11880.0	2019.2.6
Хөшиг тогтоогч	8	12000.0	96000.0	9600.0	27648.0	2019.2.6
Зургийн жааз B1	4	15000.0	60000.0	6000.0	16200.0	2019.2.6
5-тасалгаатай тавиур	2	50000.0	100000.0	10000.0	27000.0	2019.2.6
Пиавран түшлэгтэй сандал	1	35000.0	35000.0	3500.0	11025.000000000002	2019.2.6
Пиавран сандал	20	15000.0	300000.0	30000.0	78300.0	2019.2.6
Жигнүүртэй никл тогоо 30-р	2	37000.0	74000.0	7400.0	21978.0	2019.2.6
Никел түмпэн 50-р	2	26000.0	52000.0	5200.0	14976.0	2019.2.7
Жигнүүртэй никл тогоо 30-р	1	37000.0	37000.0	3700.0	10323.0	2019.2.7
Жигнүүртэй никл тогоо 34-р	1	41000.0	41000.0	4100.0	12546.0	2019.2.7
Уртасгагч залгуур 3м	1	25000.0	25000.0	2500.0	7650.000000000001	2019.2.7
5-иж бүрдэл цайны ком	1	57000.0	57000.0	5700.0	16416.0	2019.2.7
2-л төмөр халуун сав	2	16000.0	32000.0	3200.0	8928.0	2019.2.7
Уртасгагч залгуур 20м	1	40000.0	40000.0	4000.0	11880.0	2019.2.7
Олс	709	1500.0	1063500.0	106350.0	296716.5	2019.2.7
Сэрүүлэгтэй цаг	1	35000.0	35000.0	3500.0	10710.0	2019.2.8
Цахилгаан тогоо 34-р	1	34000.0	34000.0	3400.0	8874.0	2019.2.8
Төмс шарагч	1	180000.0	180000.0	18000.0	56700.00000000001	2019.2.8
Модон түшлэгтэй сандал	10	65000.0	650000.0	65000.0	181350.0	2019.2.8
Жигнүүртэй никл тогоо 32-р	1	39000.0	39000.0	3900.0	11583.0	2019.2.9
Хананы цаг	1	25000.0	25000.0	2500.0	7650.000000000001	2019.2.9
Пиавран түшлэгтэй сандал	7	35000.0	245000.0	24500.0	68355.0	2019.2.9
Битүү шанагч	1	120000.0	120000.0	12000.0	33480.0	2019.2.9
Тэргэнцэр	1	65000.0	65000.0	6500.0	17550.0	2019.2.9
3-л пиавр халуун сав	2	14000.0	28000.0	2800.0	7560.0	2019.2.9
Хананд өлгөх зураг	2	5500.0	11000.0	1100.0	3168.0	2019.2.9
Цахилгаан хил том	1	65000.0	65000.0	6500.0	18135.0	2019.2.9
Гурвалжин 3-тасалгаатай тавиур	1	50000.0	50000.0	5000.0	15300.000000000002	2019.2.10
Энгийн сандал	30	10000.0	300000.0	30000.0	78300.0	2019.2.10
Хөнгөн цагаан түмпэн	3	12000.0	36000.0	3600.0	10044.0	2019.2.10
Хутага	1	16000.0	16000.0	1600.0	4608.0	2019.2.10
Данх 22-р	1	29000.0	29000.0	2900.0	8352.0	2019.2.10
Никел түмпэн 45-р	1	24000.0	24000.0	2400.0	7128.0	2019.2.10
Мах ногоо бутлагч миксер	1	65000.0	65000.0	6500.0	19305.0	2019.2.10
Уртасгагч залгуур 15м	1	35000.0	35000.0	3500.0	9135.0	2019.2.10
7-хос набор	1	55000.0	55000.0	5500.0	15345.0	2019.2.10
Ногоо хэрчигч	1	50000.0	50000.0	5000.0	14400.0	2019.2.11
Жигнүүртэй никл тогоо 36-р	1	43000.0	43000.0	4300.0	11223.0	2019.2.11
Хатаагч жижиг	2	25000.0	50000.0	5000.0	14400.0	2019.2.11
Өндөг шарагч	1	15000.0	15000.0	1500.0	3914.9999999999995	2019.2.11
Цахилгаан зуух том	1	90000.0	90000.0	9000.0	23490.0	2019.2.11
Төмс шарагч	1	180000.0	180000.0	18000.0	48600.0	2019.2.11
Блендер	2	70000.0	140000.0	14000.0	44100.00000000001	2019.2.11
Ширэмтэй никел тогоо 32-р	1	70000.0	70000.0	7000.0	21420.0	2019.2.11
Автомат талх баригч	1	180000.0	180000.0	18000.0	48600.0	2019.2.12
Хатаагч жижиг	1	25000.0	25000.0	2500.0	6750.0	2019.2.12
Газан плитка	1	59000.0	59000.0	5900.0	18054.0	2019.2.12
Никел түмпэн 60-р	1	28000.0	28000.0	2800.0	8316.0	2019.2.12
Цахилгаан тогоо 36-р	1	36000.0	36000.0	3600.0	10044.0	2019.2.12
45-хос бор герман набор	1	198000.0	198000.0	19800.0	60588.00000000001	2019.2.12
Хатаагч том	1	65000.0	65000.0	6500.0	18135.0	2019.2.12
Загас хайрслагч	2	10000.0	20000.0	2000.0	5580.0	2019.2.13
Уртасгагч залгуур 15м	1	35000.0	35000.0	3500.0	9135.0	2019.2.13
Цахилгаан тогоо 40-р	1	40000.0	40000.0	4000.0	10800.0	2019.2.13
Сэрүүлэгтэй цаг	2	35000.0	70000.0	7000.0	18270.0	2019.2.13
Хувцасны өлгүүр	99	3500.0	346500.0	34650.0	102910.5	2019.2.13
Олон үйлдэлтэй будаа агшаагч	1	95000.0	95000.0	9500.0	24795.0	2019.2.13
Хөнгөн цагаан түмпэн	2	12000.0	24000.0	2400.0	7344.000000000001	2019.2.14
2-л төмөр халуун сав	1	16000.0	16000.0	1600.0	4176.0	2019.2.14
Никел түмпэн 60-р	1	28000.0	28000.0	2800.0	8568.0	2019.2.14
Цахилгаан тогоо 40-р	1	40000.0	40000.0	4000.0	10800.0	2019.2.14
3-л төмөр халуун сав	2	18000.0	36000.0	3600.0	10044.0	2019.2.14
Махны машин	1	55000.0	55000.0	5500.0	16335.0	2019.2.14
Мах ногоо бутлагч миксер	1	65000.0	65000.0	6500.0	18135.0	2019.2.14
Чемодан 3-хос	2	185000.0	370000.0	37000.0	103230.0	2019.2.14
Гэрлээр шарагч	1	150000.0	150000.0	15000.0	41850.0	2019.2.15
Хөшиг тогтоогч	6	12000.0	72000.0	7200.0	20088.0	2019.2.15
Никел түмпэн 80-р	1	30000.0	30000.0	3000.0	9450.0	2019.2.15
Цахилгаан хил жижиг	2	55000.0	110000.0	11000.0	30690.0	2019.2.15
Ногоо хэрчигч	1	50000.0	50000.0	5000.0	15300.000000000002	2019.2.15
Цахилгаан тогоо 32-р	1	32000.0	32000.0	3200.0	8640.0	2019.2.15
Нарны гэрлийн ламп	2	15000.0	30000.0	3000.0	8100.0	2019.2.15
Индүү уурын	1	95000.0	95000.0	9500.0	25650.0	2019.2.15
Паркетан шал угаагч	1	96000.0	96000.0	9600.0	25056.0	2019.2.16
Усны сав	1	20000.0	20000.0	2000.0	5220.0	2019.2.16
Угсармал сандал	6	25000.0	150000.0	15000.0	40500.0	2019.2.16
Махны машин	1	55000.0	55000.0	5500.0	16335.0	2019.2.16
Цахилгаан халаагуур	1	120000.0	120000.0	12000.0	35640.0	2019.2.16
Тараг бүрэгч	1	80000.0	80000.0	8000.0	24480.0	2019.2.16
7-хос набор	1	55000.0	55000.0	5500.0	14354.999999999998	2019.2.16
Даралтын апарат	1	145000.0	145000.0	14500.0	43065.0	2019.2.17
Хөнгөн цагаан түмпэн	4	12000.0	48000.0	4800.0	14256.0	2019.2.17
Тоос сорогч 2500W	1	250000.0	250000.0	25000.0	67500.0	2019.2.17
Жигнүүртэй никл тогоо 38-р	1	45000.0	45000.0	4500.0	11745.0	2019.2.17
Мах ногоо бутлагч миксер	1	65000.0	65000.0	6500.0	18720.0	2019.2.17
Жигнүүртэй никл тогоо 36-р	1	43000.0	43000.0	4300.0	13545.000000000002	2019.2.18
45-хос бор герман набор	1	198000.0	198000.0	19800.0	62370.00000000001	2019.2.18
Цахилгаан тогоо ширэмэн 40-р	1	60000.0	60000.0	6000.0	15659.999999999998	2019.2.18
Ширэмтэй никел тогоо 40-р	1	90000.0	90000.0	9000.0	25110.0	2019.2.18
Индукцийн плитка	1	35000.0	35000.0	3500.0	9765.0	2019.2.18
5-тасалгаатай тавиур	1	50000.0	50000.0	5000.0	14400.0	2019.2.18
Термотетр	1	30000.0	30000.0	3000.0	8370.0	2019.2.18
7-хос набор	1	55000.0	55000.0	5500.0	16830.0	2019.2.18
Олон үйлдэлт тогоо 	1	180000.0	180000.0	18000.0	55080.00000000001	2019.2.19
Том толь	1	49000.0	49000.0	4900.0	12789.0	2019.2.19
Пиавран түшлэгтэй сандал	7	35000.0	245000.0	24500.0	66150.0	2019.2.19
Газан плитка	1	59000.0	59000.0	5900.0	17523.0	2019.2.19
Зурагт тавиур	1	250000.0	250000.0	25000.0	67500.0	2019.2.20
Хутага	6	16000.0	96000.0	9600.0	30240.000000000004	2019.2.20
3-л төмөр халуун сав	1	18000.0	18000.0	1800.0	5022.0	2019.2.20
Зурган хөшиг	1	50000.0	50000.0	5000.0	13500.0	2019.2.20
Будаа агшаагч	1	230000.0	230000.0	23000.0	64170.0	2019.2.20
3-тасалгаатай тавиур	4	40000.0	160000.0	16000.0	43200.0	2019.2.21
Төмс шарагч	1	180000.0	180000.0	18000.0	53460.0	2019.2.21
Цахилгаан тогоо ширэмэн 38-р	1	58000.0	58000.0	5800.0	18270.0	2019.2.21
5-иж бүрдэл цайны ком	1	57000.0	57000.0	5700.0	15903.0	2019.2.21
Газан плитка	1	59000.0	59000.0	5900.0	18054.0	2019.2.22
3-хос набор	1	45000.0	45000.0	4500.0	12150.0	2019.2.22
Гэрлээр шарагч	1	150000.0	150000.0	15000.0	47250.00000000001	2019.2.22
Том толь	1	49000.0	49000.0	4900.0	14994.000000000002	2019.2.22
Модон түшлэгтэй сандал	15	65000.0	975000.0	97500.0	307125.00000000006	2019.2.22
